number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,neighborhood,rental_price
2,1,930,good,6,west_welmwood,3484
1,1,420,good,1,west_welmwood,1933
1,1,494,poor,24,northwest,1740.96
3,2,1012,good,2,west_welmwood,4807
3,2,835,poor,43,northwest,4037.328
2,1,539,great,2,east_elmwood,3594
0,1,153,great,13,east_elmwood,1937
2,1,776,great,14,east_elmwood,3734
1,1,563,good,13,west_welmwood,1975
3,2,1144,poor,51,northwest,4169.41
1,1,549,great,8,east_elmwood,2478
3,2,1015,good,9,west_welmwood,4782
1,1,446,poor,50,northwest,1377.1
0,1,531,great,0,east_elmwood,2408
2,1,538,poor,64,northwest,2291.856
0,1,279,good,14,west_welmwood,1542
2,1,860,great,2,east_elmwood,3923
3,2,1153,poor,31,northwest,4589.754
0,1,288,poor,36,northwest,1280.664
0,1,366,great,11,east_elmwood,2190
2,1,539,good,9,west_welmwood,3029
1,1,482,poor,61,northwest,1218.186
0,1,148,good,13,west_welmwood,1458
0,1,433,good,12,west_welmwood,1703
0,1,147,good,8,west_welmwood,1472
3,2,825,poor,30,northwest,4239.48
3,2,824,good,3,west_welmwood,4621
1,1,418,great,6,east_elmwood,2321
0,1,512,poor,55,northwest,1288.05
0,1,456,poor,42,northwest,1405.32
1,1,582,good,8,west_welmwood,2050
0,1,107,good,10,west_welmwood,1438
1,1,628,great,3,east_elmwood,2559
2,1,827,poor,41,northwest,2924.774
0,1,267,poor,30,northwest,1350.44
0,1,363,good,0,west_welmwood,1750
2,1,801,great,10,east_elmwood,3776
1,1,444,good,11,west_welmwood,1817
0,1,273,poor,29,northwest,1354.178
3,2,1012,great,9,east_elmwood,5268
2,1,837,good,10,west_welmwood,3374
0,1,329,good,12,west_welmwood,1585
3,2,1119,good,6,west_welmwood,4899
2,1,611,good,14,west_welmwood,3048
2,1,541,good,9,west_welmwood,3014
3,2,848,good,9,west_welmwood,4594
2,1,730,good,12,west_welmwood,3164
2,1,602,poor,49,northwest,2587.674
3,2,1164,poor,43,northwest,4392.216
1,1,632,good,13,west_welmwood,2018
2,1,797,good,9,west_welmwood,3260
1,1,377,great,2,east_elmwood,2333
2,1,780,great,4,east_elmwood,3828
3,2,1004,great,13,east_elmwood,5216
2,1,769,poor,22,northwest,3088.596
1,1,733,good,0,west_welmwood,2230
1,1,309,poor,62,northwest,1107.444
3,2,1178,good,11,west_welmwood,4967
1,1,464,poor,20,northwest,1768
2,1,835,good,12,west_welmwood,3349
3,2,1046,great,7,east_elmwood,5363
1,1,480,good,3,west_welmwood,1923
0,1,397,great,11,east_elmwood,2173
3,2,966,good,6,west_welmwood,4768
1,1,414,poor,37,northwest,1478.946
3,2,848,great,0,east_elmwood,5242
1,1,610,poor,38,northwest,1696.64
1,1,542,great,7,east_elmwood,2480
0,1,299,good,3,west_welmwood,1669
1,1,347,poor,53,northwest,1224.474
2,1,608,good,9,west_welmwood,3107
0,1,259,good,11,west_welmwood,1594
0,1,498,poor,39,northwest,1459.354
0,1,470,great,11,east_elmwood,2308
3,2,871,great,0,east_elmwood,5265
0,1,485,poor,48,northwest,1336.704
2,1,516,great,7,east_elmwood,3546
2,1,697,great,1,east_elmwood,3787
1,1,370,poor,58,northwest,1218.756
0,1,406,good,10,west_welmwood,1685
2,1,737,great,0,east_elmwood,3878
2,1,610,poor,18,northwest,3020
0,1,392,poor,26,northwest,1538.316
0,1,429,good,3,west_welmwood,1801
1,1,368,poor,29,northwest,1596.732
3,2,1111,good,7,west_welmwood,4918
2,1,612,great,10,east_elmwood,3598
2,1,860,good,6,west_welmwood,3387
2,1,939,good,3,west_welmwood,3519
1,1,676,poor,34,northwest,1796.256
1,1,513,good,8,west_welmwood,1915
3,2,945,good,7,west_welmwood,4725
1,1,400,poor,22,northwest,1629.456
1,1,704,great,2,east_elmwood,2723
1,1,721,poor,29,northwest,1896.242
2,1,554,good,12,west_welmwood,3073
0,1,439,good,3,west_welmwood,1790
0,1,523,good,3,west_welmwood,1902
1,1,477,good,3,west_welmwood,1996
1,1,698,good,4,west_welmwood,2133
0,1,463,poor,27,northwest,1559.852
1,1,321,poor,50,northwest,1228.58
0,1,170,good,5,west_welmwood,1563
3,2,1179,poor,44,northwest,4387.768
3,2,1117,good,8,west_welmwood,4919
1,1,672,good,11,west_welmwood,2088
2,1,937,good,6,west_welmwood,3506
2,1,545,poor,61,northwest,2284.902
2,1,532,great,9,east_elmwood,3565
0,1,528,good,6,west_welmwood,1860
2,1,813,great,3,east_elmwood,3857
2,1,821,poor,27,northwest,3074.348
3,2,1061,poor,44,northwest,4228.784
1,1,678,good,2,west_welmwood,2125
1,1,452,poor,18,northwest,1771
0,1,150,good,4,west_welmwood,1490
1,1,742,poor,52,northwest,1565.928
1,1,408,poor,17,northwest,1779
2,1,949,poor,56,northwest,2768.224
3,2,1229,great,3,east_elmwood,5583
0,1,287,great,14,east_elmwood,2093
0,1,169,great,9,east_elmwood,1932
2,1,623,good,12,west_welmwood,3083
3,2,1148,good,2,west_welmwood,4931
1,1,484,good,1,west_welmwood,1999
0,1,111,good,5,west_welmwood,1510
2,1,855,good,1,west_welmwood,3433
0,1,427,great,2,east_elmwood,2312
1,1,504,great,9,east_elmwood,2416
2,1,704,good,14,west_welmwood,3142
1,1,504,great,14,east_elmwood,2346
3,2,1127,good,10,west_welmwood,4896
1,1,501,good,6,west_welmwood,1924
2,1,923,poor,31,northwest,3128.622
3,2,894,good,2,west_welmwood,4699
2,1,778,good,6,west_welmwood,3336
1,1,698,good,7,west_welmwood,2155
1,1,376,great,4,east_elmwood,2339
3,2,1188,good,6,west_welmwood,4992
2,1,905,poor,16,northwest,3349
0,1,549,poor,47,northwest,1401.026
2,1,558,good,3,west_welmwood,3115
1,1,418,good,3,west_welmwood,1880
3,2,961,poor,43,northwest,4148.946
3,2,1112,good,5,west_welmwood,4913
0,1,467,good,2,west_welmwood,1879
3,2,1111,good,0,west_welmwood,4999
1,1,590,good,10,west_welmwood,1975
0,1,518,poor,62,northwest,1204.54
1,1,416,great,5,east_elmwood,2341
3,2,1051,poor,51,northwest,4110.316
2,1,934,good,10,west_welmwood,3440
0,1,209,good,3,west_welmwood,1628
2,1,618,great,12,east_elmwood,3642
1,1,648,great,10,east_elmwood,2563
1,1,338,good,10,west_welmwood,1725
3,2,1073,poor,21,northwest,4706.568
2,1,511,good,14,west_welmwood,2926
2,1,701,good,13,west_welmwood,3156
1,1,419,good,14,west_welmwood,1753
2,1,806,good,2,west_welmwood,3364
2,1,667,good,3,west_welmwood,3278
0,1,428,poor,30,northwest,1508.22
0,1,270,good,3,west_welmwood,1664
1,1,465,poor,19,northwest,1822
2,1,724,great,3,east_elmwood,3806
3,2,1105,poor,55,northwest,4077.12
2,1,911,great,1,east_elmwood,4037
0,1,495,poor,33,northwest,1533.076
2,1,818,great,1,east_elmwood,3883
0,1,524,good,4,west_welmwood,1902
3,2,1011,poor,64,northwest,3892.416
1,1,439,poor,26,northwest,1624.272
1,1,326,poor,49,northwest,1234.962
2,1,584,good,5,west_welmwood,3141
0,1,278,great,1,east_elmwood,2140
2,1,929,good,8,west_welmwood,3455
3,2,903,good,6,west_welmwood,4700
0,1,307,good,4,west_welmwood,1658
3,2,945,good,1,west_welmwood,4779
3,2,871,great,12,east_elmwood,5094
2,1,742,good,8,west_welmwood,3288
0,1,400,good,7,west_welmwood,1734
3,2,1158,great,7,east_elmwood,5408
3,2,862,poor,28,northwest,4401.432
1,1,513,poor,52,northwest,1441.44
0,1,248,good,9,west_welmwood,1524
3,2,1052,great,9,east_elmwood,5345
0,1,246,poor,60,northwest,922.76
3,2,1190,poor,55,northwest,4155.24
1,1,586,poor,61,northwest,1390.77
3,2,1219,great,7,east_elmwood,5472
1,1,371,great,13,east_elmwood,2192
1,1,729,good,14,west_welmwood,2120
3,2,986,poor,40,northwest,4212.48
3,2,1026,good,0,west_welmwood,4893
2,1,640,good,12,west_welmwood,3120
2,1,841,poor,26,northwest,3101.332
3,2,897,poor,35,northwest,4294.19
0,1,446,good,6,west_welmwood,1823
2,1,883,poor,22,northwest,3264.888
3,2,801,good,14,west_welmwood,4468
1,1,693,good,13,west_welmwood,2108
0,1,221,poor,40,northwest,1200
3,2,1116,poor,36,northwest,4446.024
3,2,1164,good,7,west_welmwood,4922
3,2,941,good,10,west_welmwood,4643
2,1,685,good,5,west_welmwood,3272
0,1,205,great,8,east_elmwood,2064
0,1,519,good,10,west_welmwood,1781
3,2,1064,good,13,west_welmwood,4750
0,1,486,poor,63,northwest,1163.522
3,2,1235,great,3,east_elmwood,5545
0,1,297,good,7,west_welmwood,1648
0,1,121,good,13,west_welmwood,1402
0,1,140,good,11,west_welmwood,1385
1,1,540,good,8,west_welmwood,1974
1,1,407,good,6,west_welmwood,1848
2,1,557,good,2,west_welmwood,3185
3,2,1002,poor,60,northwest,3887
1,1,505,good,11,west_welmwood,1885
2,1,861,great,12,east_elmwood,3801
1,1,718,good,14,west_welmwood,2072
0,1,366,great,6,east_elmwood,2209
2,1,696,great,10,east_elmwood,3728
3,2,1123,good,9,west_welmwood,4870
2,1,713,great,11,east_elmwood,3667
2,1,884,poor,23,northwest,3212.608
0,1,505,great,9,east_elmwood,2293
2,1,659,poor,55,northwest,2525.88
0,1,369,great,10,east_elmwood,2212
3,2,1220,poor,45,northwest,4384.25
2,1,522,great,1,east_elmwood,3574
2,1,671,poor,32,northwest,2875.296
2,1,762,good,5,west_welmwood,3346
0,1,192,poor,53,northwest,1037.674
1,1,553,poor,24,northwest,1788.576
1,1,618,great,12,east_elmwood,2480
1,1,394,poor,35,northwest,1487.98
3,2,828,poor,48,northwest,3993.12
1,1,705,poor,36,northwest,1813.064
3,2,987,poor,52,northwest,4076.28
3,2,854,great,10,east_elmwood,5072
2,1,930,poor,62,northwest,2685.712
0,1,283,good,7,west_welmwood,1595
0,1,241,good,5,west_welmwood,1567
0,1,315,good,1,west_welmwood,1752
2,1,687,poor,45,northwest,2736
3,2,1120,good,13,west_welmwood,4833
1,1,698,great,4,east_elmwood,2654
3,2,1243,poor,60,northwest,4116.08
0,1,180,great,12,east_elmwood,1963
3,2,1030,great,7,east_elmwood,5314
2,1,791,poor,39,northwest,2887.924
1,1,361,poor,16,northwest,1714
0,1,529,poor,23,northwest,1673.896
3,2,1091,poor,50,northwest,4163.26
2,1,888,good,14,west_welmwood,3347
1,1,479,great,10,east_elmwood,2417
0,1,122,great,5,east_elmwood,1934
2,1,929,good,5,west_welmwood,3497
0,1,439,good,7,west_welmwood,1755
3,2,1185,good,5,west_welmwood,4999
3,2,837,poor,37,northwest,4137.378
3,2,897,good,8,west_welmwood,4674
1,1,354,good,10,west_welmwood,1776
3,2,1205,poor,16,northwest,4914
3,2,1063,good,9,west_welmwood,4835
3,2,966,poor,20,northwest,4632
3,2,1192,great,6,east_elmwood,5480
1,1,693,poor,42,northwest,1727.492
0,1,214,poor,34,northwest,1268.46
3,2,1075,great,10,east_elmwood,5320
1,1,616,great,13,east_elmwood,2456
3,2,805,good,6,west_welmwood,4632
1,1,534,good,14,west_welmwood,1936
0,1,408,good,7,west_welmwood,1705
2,1,803,good,2,west_welmwood,3354
1,1,410,great,1,east_elmwood,2365
0,1,378,poor,21,northwest,1532.928
2,1,882,great,7,east_elmwood,3892
1,1,647,good,12,west_welmwood,2041
1,1,560,good,9,west_welmwood,1930
0,1,507,poor,30,northwest,1597.4
3,2,1129,poor,63,northwest,3979.556
0,1,115,good,9,west_welmwood,1427
1,1,318,poor,25,northwest,1502.82
1,1,315,poor,50,northwest,1223.88
2,1,748,poor,15,northwest,3188
2,1,685,poor,33,northwest,2861.612
0,1,154,poor,37,northwest,1139.88
0,1,515,good,10,west_welmwood,1786
1,1,355,good,6,west_welmwood,1825
3,2,1217,poor,19,northwest,4867
0,1,430,great,7,east_elmwood,2292
3,2,1227,good,9,west_welmwood,4974
3,2,1186,poor,63,northwest,4038.052
1,1,729,poor,41,northwest,1782.838
2,1,549,good,9,west_welmwood,3018
1,1,644,great,4,east_elmwood,2611
3,2,976,great,1,east_elmwood,5331
2,1,566,good,10,west_welmwood,3052
0,1,113,poor,26,northwest,1223.144
0,1,402,great,7,east_elmwood,2248
3,2,1243,good,2,west_welmwood,5070
2,1,893,great,5,east_elmwood,3923
0,1,104,poor,49,northwest,965.55
2,1,764,great,9,east_elmwood,3784
2,1,570,poor,64,northwest,2320.128
0,1,269,good,9,west_welmwood,1546
1,1,500,poor,17,northwest,1865
2,1,699,great,10,east_elmwood,3685
1,1,492,poor,19,northwest,1759
1,1,494,poor,49,northwest,1394.16
2,1,628,poor,53,northwest,2480.704
2,1,871,poor,37,northwest,3032.274
2,1,897,great,7,east_elmwood,3894
3,2,1249,good,12,west_welmwood,5017
1,1,458,good,6,west_welmwood,1862
2,1,616,great,0,east_elmwood,3709
2,1,846,good,6,west_welmwood,3405
1,1,565,good,11,west_welmwood,1980
3,2,1197,poor,56,northwest,4154.656
3,2,1177,good,3,west_welmwood,4975
2,1,776,good,5,west_welmwood,3306
3,2,819,good,14,west_welmwood,4552
0,1,344,good,8,west_welmwood,1634
0,1,435,good,7,west_welmwood,1770
1,1,677,great,3,east_elmwood,2645
2,1,702,poor,46,northwest,2683.788
1,1,483,good,7,west_welmwood,1893
1,1,571,good,8,west_welmwood,2032
1,1,368,good,5,west_welmwood,1770
2,1,559,poor,35,northwest,2702.42
0,1,510,poor,15,northwest,1781
3,2,1054,poor,26,northwest,4567.524
0,1,459,poor,26,northwest,1606.488
0,1,325,good,9,west_welmwood,1598
3,2,878,great,7,east_elmwood,5200
1,1,467,good,3,west_welmwood,1960
3,2,1072,good,12,west_welmwood,4791
1,1,474,poor,40,northwest,1542.72
0,1,486,good,4,west_welmwood,1855
0,1,459,good,11,west_welmwood,1728
1,1,344,great,6,east_elmwood,2267
2,1,861,poor,43,northwest,2900.16
3,2,1239,poor,24,northwest,4777.472
0,1,361,poor,33,northwest,1389.898
3,2,913,good,1,west_welmwood,4794
0,1,220,good,5,west_welmwood,1619
2,1,574,poor,47,northwest,2552.308
1,1,309,good,2,west_welmwood,1832
3,2,998,good,12,west_welmwood,4758
0,1,525,poor,44,northwest,1389.92
1,1,384,good,7,west_welmwood,1776
0,1,175,great,13,east_elmwood,1952
3,2,872,poor,53,northwest,3929.338
0,1,419,great,7,east_elmwood,2209
3,2,862,great,13,east_elmwood,5060
1,1,671,poor,40,northwest,1704.96
0,1,243,great,11,east_elmwood,2075
1,1,576,good,12,west_welmwood,1992
1,1,419,good,13,west_welmwood,1777
2,1,827,good,10,west_welmwood,3303
3,2,994,good,1,west_welmwood,4871
0,1,355,great,14,east_elmwood,2076
3,2,1024,good,9,west_welmwood,4791
1,1,340,great,6,east_elmwood,2288
1,1,433,good,9,west_welmwood,1827
0,1,473,poor,55,northwest,1256.43
1,1,579,great,1,east_elmwood,2610
3,2,1201,good,3,west_welmwood,5067
1,1,412,poor,64,northwest,1138.176
1,1,306,great,13,east_elmwood,2225
3,2,1218,good,0,west_welmwood,5106
0,1,386,good,2,west_welmwood,1746
2,1,634,good,12,west_welmwood,3135
1,1,505,great,10,east_elmwood,2402
2,1,847,poor,16,northwest,3301
0,1,126,good,6,west_welmwood,1438
3,2,1088,good,7,west_welmwood,4873
3,2,1171,good,13,west_welmwood,4918
3,2,1182,good,5,west_welmwood,4972
3,2,1076,poor,38,northwest,4365.956
2,1,607,poor,52,northwest,2540.304
1,1,576,poor,28,northwest,1775.136
3,2,1102,poor,17,northwest,4823
3,2,1128,good,0,west_welmwood,4987
1,1,629,good,6,west_welmwood,2080
0,1,449,poor,20,northwest,1602
2,1,744,good,3,west_welmwood,3345
3,2,1172,good,7,west_welmwood,4932
0,1,315,great,14,east_elmwood,2072
0,1,154,great,6,east_elmwood,2003
2,1,631,good,2,west_welmwood,3185
2,1,503,good,9,west_welmwood,2963
0,1,333,good,5,west_welmwood,1724
3,2,803,good,7,west_welmwood,4602
3,2,969,good,6,west_welmwood,4761
2,1,624,good,6,west_welmwood,3195
3,2,1138,good,1,west_welmwood,4989
2,1,633,good,8,west_welmwood,3167
3,2,1170,good,11,west_welmwood,4900
3,2,1107,good,6,west_welmwood,4866
0,1,147,great,10,east_elmwood,1927
2,1,788,poor,38,northwest,2908.388
3,2,1239,good,13,west_welmwood,4991
1,1,383,great,7,east_elmwood,2356
0,1,205,good,0,west_welmwood,1587
0,1,315,good,5,west_welmwood,1654
2,1,659,great,10,east_elmwood,3684
1,1,361,poor,53,northwest,1259.032
1,1,382,poor,43,northwest,1401.426
2,1,569,poor,37,northwest,2733.78
1,1,351,great,9,east_elmwood,2283
0,1,110,poor,55,northwest,893.73
3,2,1160,great,8,east_elmwood,5455
1,1,376,good,6,west_welmwood,1861
0,1,119,poor,62,northwest,797.836
0,1,323,great,13,east_elmwood,2098
0,1,262,good,12,west_welmwood,1584
0,1,119,poor,15,northwest,1373
2,1,899,good,12,west_welmwood,3397
3,2,971,good,5,west_welmwood,4819
2,1,938,good,12,west_welmwood,3393
2,1,655,good,3,west_welmwood,3246
0,1,449,good,9,west_welmwood,1746
1,1,613,poor,32,northwest,1734.352
0,1,251,great,2,east_elmwood,2139
1,1,374,good,11,west_welmwood,1775
3,2,1081,poor,34,northwest,4452.732
2,1,514,poor,25,northwest,2855.16
0,1,450,good,6,west_welmwood,1773
0,1,519,good,6,west_welmwood,1882
3,2,831,great,3,east_elmwood,5122
2,1,568,poor,40,northwest,2615.04
3,2,1194,good,7,west_welmwood,4960
2,1,620,poor,44,northwest,2625.616
3,2,990,great,7,east_elmwood,5286
2,1,513,great,14,east_elmwood,3453
0,1,196,good,11,west_welmwood,1462
2,1,594,good,9,west_welmwood,3139
0,1,167,poor,55,northwest,899.31
3,2,1098,good,6,west_welmwood,4855
3,2,1072,good,11,west_welmwood,4819
1,1,397,good,13,west_welmwood,1743
1,1,383,good,13,west_welmwood,1751
2,1,546,poor,60,northwest,2313.8
3,2,1200,good,0,west_welmwood,5080
2,1,815,poor,43,northwest,2861.046
1,1,401,good,9,west_welmwood,1768
2,1,565,good,2,west_welmwood,3137
1,1,362,good,1,west_welmwood,1883
3,2,1156,good,5,west_welmwood,4997
1,1,502,poor,51,northwest,1427.636
1,1,487,poor,30,northwest,1615.04
3,2,1179,good,7,west_welmwood,4937
0,1,412,poor,37,northwest,1389.108
1,1,455,good,3,west_welmwood,1891
1,1,677,good,9,west_welmwood,2040
2,1,633,good,14,west_welmwood,3098
3,2,949,good,9,west_welmwood,4699
3,2,1125,great,2,east_elmwood,5435
1,1,581,poor,40,northwest,1642.56
2,1,900,poor,56,northwest,2744.096
3,2,980,great,3,east_elmwood,5251
0,1,549,good,0,west_welmwood,1940
1,1,615,poor,21,northwest,1866.26
0,1,473,good,14,west_welmwood,1770
1,1,523,good,7,west_welmwood,1941
2,1,745,poor,26,northwest,3067.74
1,1,566,good,7,west_welmwood,1980
1,1,544,good,7,west_welmwood,1998
2,1,903,poor,63,northwest,2609.47
2,1,600,great,6,east_elmwood,3601
1,1,465,good,0,west_welmwood,1994
2,1,675,poor,27,northwest,2966.874
3,2,893,great,7,east_elmwood,5126
3,2,1111,great,1,east_elmwood,5487
3,2,1144,poor,20,northwest,4783
2,1,508,poor,24,northwest,2840.096
1,1,551,great,12,east_elmwood,2456
2,1,676,poor,29,northwest,2890.026
1,1,699,good,7,west_welmwood,2090
1,1,429,good,7,west_welmwood,1843
1,1,590,good,4,west_welmwood,2030
0,1,128,good,4,west_welmwood,1496
3,2,1150,poor,57,northwest,4099.402
1,1,392,good,12,west_welmwood,1758
2,1,806,good,8,west_welmwood,3286
2,1,938,good,10,west_welmwood,3427
2,1,552,good,5,west_welmwood,3072
1,1,316,great,8,east_elmwood,2283
0,1,319,great,12,east_elmwood,2071
1,1,483,poor,59,northwest,1318.46
1,1,400,great,0,east_elmwood,2413
1,1,586,poor,48,northwest,1480.192
1,1,484,poor,24,northwest,1686.4
3,2,859,poor,23,northwest,4403.42
0,1,534,poor,56,northwest,1286.208
2,1,936,poor,47,northwest,2905.166
3,2,911,good,7,west_welmwood,4665
2,1,900,poor,24,northwest,3231.936
3,2,933,good,10,west_welmwood,4719
1,1,464,great,5,east_elmwood,2366
2,1,773,poor,44,northwest,2818.872
0,1,203,poor,26,northwest,1279.46
1,1,321,poor,18,northwest,1605
1,1,539,good,4,west_welmwood,1976
1,1,655,poor,45,northwest,1636.85
3,2,1185,good,4,west_welmwood,4991
1,1,611,poor,25,northwest,1884.96
0,1,509,good,11,west_welmwood,1833
2,1,666,good,8,west_welmwood,3165
2,1,539,poor,47,northwest,2479.466
0,1,442,poor,30,northwest,1515.08
1,1,690,poor,34,northwest,1758.348
3,2,1062,good,14,west_welmwood,4744
1,1,428,good,8,west_welmwood,1880
3,2,814,poor,60,northwest,3732.44
2,1,742,poor,38,northwest,2881.396
1,1,618,poor,62,northwest,1369.42
1,1,384,great,10,east_elmwood,2250
2,1,506,great,13,east_elmwood,3521
0,1,286,poor,35,northwest,1303.68
0,1,152,great,4,east_elmwood,1973
0,1,131,good,7,west_welmwood,1412
3,2,1079,good,9,west_welmwood,4866
2,1,904,poor,33,northwest,3059.334
2,1,804,good,6,west_welmwood,3327
0,1,384,good,7,west_welmwood,1736
0,1,264,poor,27,northwest,1325.184
0,1,542,poor,17,northwest,1816
3,2,1236,poor,55,northwest,4230.57
0,1,487,good,10,west_welmwood,1820
0,1,286,poor,55,northwest,1014.63
0,1,351,good,12,west_welmwood,1606
0,1,534,great,8,east_elmwood,2345
0,1,461,good,6,west_welmwood,1780
2,1,768,good,6,west_welmwood,3269
2,1,949,great,5,east_elmwood,3998
1,1,638,poor,31,northwest,1762.356
0,1,135,good,10,west_welmwood,1466
1,1,724,poor,44,northwest,1675.52
0,1,131,good,8,west_welmwood,1439
3,2,1241,great,2,east_elmwood,5615
0,1,524,great,5,east_elmwood,2348
1,1,494,good,10,west_welmwood,1875
1,1,592,poor,33,northwest,1693.786
2,1,759,poor,61,northwest,2496.96
0,1,176,good,3,west_welmwood,1572
1,1,435,poor,16,northwest,1814
3,2,966,poor,28,northwest,4509.672
0,1,466,poor,31,northwest,1495.362
1,1,507,good,8,west_welmwood,1932
3,2,1012,poor,35,northwest,4391.19
0,1,533,good,6,west_welmwood,1849
2,1,837,great,13,east_elmwood,3834
1,1,509,good,11,west_welmwood,1916
0,1,165,good,5,west_welmwood,1562
3,2,1055,great,0,east_elmwood,5400
0,1,267,good,2,west_welmwood,1634
2,1,545,good,9,west_welmwood,3067
3,2,1085,good,1,west_welmwood,4931
0,1,273,poor,30,northwest,1372
2,1,692,poor,31,northwest,2883.144
2,1,527,great,11,east_elmwood,3468
3,2,1144,good,3,west_welmwood,4994
0,1,288,great,0,east_elmwood,2151
0,1,313,poor,45,northwest,1177.05
0,1,124,good,12,west_welmwood,1406
1,1,332,poor,36,northwest,1448.128
2,1,724,good,14,west_welmwood,3220
1,1,429,great,0,east_elmwood,2445
2,1,752,good,1,west_welmwood,3361
3,2,825,great,6,east_elmwood,5124
3,2,1190,good,1,west_welmwood,5008
2,1,579,poor,58,northwest,2379.3
3,2,1069,poor,49,northwest,4212.624
0,1,345,poor,45,northwest,1243.55
0,1,293,great,8,east_elmwood,2124
0,1,134,good,4,west_welmwood,1490
1,1,477,poor,31,northwest,1606.854
0,1,211,poor,35,northwest,1242.57
3,2,1106,good,3,west_welmwood,4951
1,1,429,great,3,east_elmwood,2442
3,2,1186,poor,45,northwest,4323.45
0,1,287,good,13,west_welmwood,1594
2,1,927,great,0,east_elmwood,3981
3,2,1073,great,4,east_elmwood,5379
0,1,166,poor,15,northwest,1394
2,1,598,great,7,east_elmwood,3600
2,1,908,good,5,west_welmwood,3482
2,1,788,good,1,west_welmwood,3364
1,1,330,poor,43,northwest,1348.956
3,2,1233,good,9,west_welmwood,4982
1,1,496,good,3,west_welmwood,1929
3,2,1209,good,6,west_welmwood,5039
3,2,1224,poor,55,northwest,4185
1,1,409,good,2,west_welmwood,1863
2,1,605,good,10,west_welmwood,3120
2,1,517,poor,17,northwest,2916
1,1,515,great,0,east_elmwood,2558
1,1,373,great,4,east_elmwood,2363
2,1,637,great,8,east_elmwood,3702
0,1,219,poor,46,northwest,1097.784
0,1,151,great,0,east_elmwood,2053
0,1,187,great,3,east_elmwood,2058
0,1,158,poor,20,northwest,1338
0,1,146,good,6,west_welmwood,1463
1,1,493,good,4,west_welmwood,1960
1,1,348,good,2,west_welmwood,1853
2,1,603,poor,22,northwest,2944.176
1,1,546,good,9,west_welmwood,1930
3,2,1144,good,2,west_welmwood,4932
0,1,413,good,12,west_welmwood,1674
0,1,341,great,12,east_elmwood,2156
2,1,624,great,12,east_elmwood,3642
1,1,478,great,5,east_elmwood,2434
1,1,683,poor,64,northwest,1421.808
1,1,581,poor,34,northwest,1732.104
3,2,1210,good,1,west_welmwood,5081
1,1,658,great,3,east_elmwood,2633
2,1,758,poor,58,northwest,2536.38
1,1,611,good,2,west_welmwood,2109
1,1,522,good,10,west_welmwood,1878
1,1,612,great,11,east_elmwood,2516
0,1,408,good,2,west_welmwood,1783
2,1,789,poor,34,northwest,2936.412
3,2,963,good,7,west_welmwood,4710
2,1,718,great,1,east_elmwood,3856
0,1,403,poor,40,northwest,1370.88
1,1,598,poor,22,northwest,1871.484
1,1,689,good,1,west_welmwood,2183
0,1,418,great,1,east_elmwood,2314
2,1,727,poor,54,northwest,2617.988
1,1,738,great,8,east_elmwood,2665
3,2,1130,great,10,east_elmwood,5400
3,2,1057,good,9,west_welmwood,4773
1,1,719,great,0,east_elmwood,2669
1,1,472,good,1,west_welmwood,1971
1,1,745,good,6,west_welmwood,2170
1,1,443,good,5,west_welmwood,1934
3,2,1075,great,14,east_elmwood,5236
3,2,1144,good,2,west_welmwood,5021
1,1,339,great,8,east_elmwood,2210
1,1,575,good,5,west_welmwood,1995
2,1,542,good,1,west_welmwood,3084
0,1,439,good,4,west_welmwood,1793
2,1,877,great,3,east_elmwood,3963
0,1,457,poor,46,northwest,1333.836
0,1,388,poor,36,northwest,1335.84
0,1,484,poor,21,northwest,1673.646
0,1,500,poor,21,northwest,1683.626
3,2,942,good,0,west_welmwood,4781
3,2,1204,poor,64,northwest,4046.544
3,2,1102,good,13,west_welmwood,4820
1,1,603,poor,44,northwest,1629.824
1,1,499,good,6,west_welmwood,1979
2,1,582,good,3,west_welmwood,3200
3,2,874,poor,44,northwest,4085.984
3,2,967,great,9,east_elmwood,5269
1,1,668,great,4,east_elmwood,2619
0,1,530,great,7,east_elmwood,2369
2,1,750,good,11,west_welmwood,3190
0,1,263,good,4,west_welmwood,1653
1,1,467,good,2,west_welmwood,1985
3,2,1039,poor,39,northwest,4301.102
0,1,187,good,6,west_welmwood,1489
0,1,209,poor,50,northwest,1034
0,1,398,poor,59,northwest,1107.322
3,2,945,poor,63,northwest,3775.734
2,1,657,poor,31,northwest,2855.76
1,1,537,good,1,west_welmwood,2023
0,1,334,great,2,east_elmwood,2231
2,1,660,great,9,east_elmwood,3678
1,1,479,good,6,west_welmwood,1903
3,2,917,poor,64,northwest,3741.024
2,1,898,good,7,west_welmwood,3389
2,1,822,great,1,east_elmwood,3950
0,1,270,poor,47,northwest,1093.576
2,1,625,poor,64,northwest,2383.056
0,1,268,poor,45,northwest,1185.6
0,1,218,poor,46,northwest,1072.188
0,1,422,poor,45,northwest,1331.9
2,1,766,poor,61,northwest,2561.22
0,1,224,good,3,west_welmwood,1638
2,1,762,good,1,west_welmwood,3326
2,1,782,good,3,west_welmwood,3318
0,1,518,poor,36,northwest,1487.816
1,1,548,good,1,west_welmwood,2076
1,1,665,poor,44,northwest,1666
2,1,723,good,3,west_welmwood,3340
0,1,373,good,14,west_welmwood,1599
0,1,442,poor,63,northwest,1101.37
2,1,743,poor,49,northwest,2695.062
