Name,NetWorth,Country,Source,Rank,Age,Industry
Zhang Lei,$3 B,China,investments,1008,48,Finance & Investments
Zhu Xingming,$3 B,China,electrical equipment,1008,54,Manufacturing
Juan Abello,$2.9 B,Spain,investments,1064,79,Finance & Investments
Ben Ashkenazy,$2.9 B,United States,real estate,1064,51,Real Estate
Sid Bass,$2.9 B,United States,"oil, investments",1064,78,Energy
Joesley Batista,$2.9 B,Brazil,beef processing,1064,49,Food & Beverage
Wesley Batista,$2.9 B,Brazil,beef packing,1064,48,Food & Beverage
Riley Bechtel & family,$2.9 B,United States,"engineering, construction",1064,69,Construction & Engineering
Sanjeev Bikhchandani,$2.9 B,India,Internet,1064,57,Technology
Cao Ji,$2.9 B,China,manufacturing,1064,69,Manufacturing
Chen Kaixuan,$2.9 B,China,household chemicals,1064,62,Manufacturing
Bennett Dorrance,$2.9 B,United States,Campbell Soup,1064,75,Food & Beverage
Marcel Erni,$2.9 B,Switzerland,private equity,1064,56,Finance & Investments
Walter Faria,$2.9 B,Brazil,beer,1064,66,Food & Beverage
Fu Guangming & family,$2.9 B,China,poultry,1064,67,Food & Beverage
Bob Gaglardi,$2.9 B,Canada,hotels,1064,80,Real Estate
Alfred Gantner,$2.9 B,Switzerland,private equity,1064,53,Finance & Investments
Maggie Hardy Knox,$2.9 B,United States,building materials,1064,55,Service
Hu Yangzhong,$2.9 B,China,technology,1064,56,Technology
Huang Qiaoling,$2.9 B,China,amusement parks,1064,62,Media & Entertainment
Huang Zhenda & family,$2.9 B,China,construction,1064,73,Construction & Engineering
Bradley Jacobs,$2.9 B,United States,logistics,1064,64,Logistics
Osman Kibar,$2.9 B,United States,biotech,1064,50,Healthcare
Kim Taek-jin,$2.9 B,South Korea,online games,1064,54,Media & Entertainment
Maritsa Lazari & family,$2.9 B,United Kingdom,real estate,1064,76,Real Estate
Pablo Legorreta,$2.9 B,United States,investments,1064,57,Finance & Investments
Liang Yunchao,$2.9 B,China,nutritional supplements,1064,52,Food & Beverage
Samir Mehta,$2.9 B,India,"pharmaceuticals, power",1064,57,Healthcare
Sudhir Mehta,$2.9 B,India,"pharmaceuticals, power",1064,66,Healthcare
Farhad Moshiri,$2.9 B,United Kingdom,diversified,1064,65,Diversified
Patrice Motsepe,$2.9 B,South Africa,mining,1064,59,Metals & Mining
Matt Moulding,$2.9 B,United Kingdom,e-commerce,1064,49,Fashion & Retail
Alexander Nesis,$2.9 B,Russia,"metals, banking, fertilizers",1064,58,Finance & Investments
Benjamin Otto,$2.9 B,Germany,retail,1064,N/A,Fashion & Retail
Lucy Peng,$2.9 B,China,e-commerce,1064,48,Technology
Sebastian Piñera & family,$2.9 B,Chile,investments,1064,71,Finance & Investments
Alexander Ponomarenko,$2.9 B,Russia,"real estate, airport",1064,56,Logistics
Chandru Raheja,$2.9 B,India,real estate,1064,80,Real Estate
Chad Richison,$2.9 B,United States,payroll processing,1064,50,Technology
Arkady Rotenberg,$2.9 B,Russia,"construction, pipes, banking",1064,69,Construction & Engineering
Alejandro Santo Domingo,$2.9 B,United States,beer,1064,44,Food & Beverage
Paul Sciarra,$2.9 B,United States,Pinterest,1064,40,Technology
Alexander Skorobogatko,$2.9 B,Russia,"real estate, airport",1064,53,Logistics
Jeff Sutton,$2.9 B,United States,real estate,1064,61,Real Estate
Glen Taylor,$2.9 B,United States,printing,1064,79,Service
Urs Wietlisbach,$2.9 B,Switzerland,private equity,1064,59,Finance & Investments
Xu Yingzhuo,$2.9 B,China,agribusiness,1064,53,Food & Beverage
Jon Yarbrough,$2.9 B,United States,video games,1064,63,Gambling & Casinos
Ye Fan & family,$2.9 B,China,auto dealerships,1064,50,Automotive
William Ackman,$2.8 B,United States,hedge funds,1111,54,Finance & Investments
Abdulla bin Ahmad Al Ghurair & family,$2.8 B,United Arab Emirates,diversified,1111,N/A,Diversified
Bai Baokun,$2.8 B,China,hardware,1111,51,Manufacturing
David Baszucki,$2.8 B,United States,online games,1111,58,Media & Entertainment
Aneel Bhusri,$2.8 B,United States,business software,1111,55,Technology
Norman Braman,$2.8 B,United States,"art, car dealerships",1111,88,Automotive
Eva Maria Bucher-Haefner,$2.8 B,Switzerland,"software, investments",1111,64,Technology
Vivek Chand Burman,$2.8 B,India,consumer goods,1111,83,Food & Beverage
John Catsimatidis,$2.8 B,United States,"oil, real estate",1111,72,Energy
Morris Chang,$2.8 B,Taiwan,semiconductors,1111,89,Technology
Chen Hua,$2.8 B,China,real estate,1111,55,Real Estate
Chen Huwen,$2.8 B,China,stationery,1111,50,Manufacturing
Chen Huxiong,$2.8 B,China,stationery,1111,50,Manufacturing
Chen Tianshi,$2.8 B,China,semiconductors,1111,36,Technology
James Clark,$2.8 B,United States,"Netscape, investments",1111,77,Technology
Jean Coutu & family,$2.8 B,Canada,drugstores,1111,93,Fashion & Retail
Deng Weiming & family,$2.8 B,China,materials,1111,52,Manufacturing
Bergit Douglas,$2.8 B,Germany,consumer goods,1111,74,Food & Beverage
Doris Fisher,$2.8 B,United States,Gap,1111,89,Fashion & Retail
Gary Friedman,$2.8 B,United States,Furniture retail,1111,63,Fashion & Retail
Valentin Gapontsev & family,$2.8 B,United States,lasers,1111,82,Manufacturing
David Gottesman,$2.8 B,United States,investments,1111,94,Finance & Investments
John Henry,$2.8 B,United States,sports,1111,71,Sports
Alan Howard,$2.8 B,United Kingdom,hedge funds,1111,57,Finance & Investments
Micky Jagtiani,$2.8 B,India,retail,1111,69,Fashion & Retail
Travis Kalanick,$2.8 B,United States,Uber,1111,44,Technology
Alicia Koplowitz,$2.8 B,Spain,"construction, investments",1111,67,Finance & Investments
Timur Kulibaev,$2.8 B,Kazakhstan,banking,1111,54,Finance & Investments
Dinara Kulibaeva,$2.8 B,Kazakhstan,banking,1111,53,Finance & Investments
Li Liufa & family,$2.8 B,China,"steel, diversified",1111,63,Diversified
Li Sze Lim,$2.8 B,Hong Kong,real estate,1111,64,Real Estate
Li Xiaohua & family,$2.8 B,China,packaging,1111,59,Manufacturing
Liu Ming Hui,$2.8 B,China,natural gas distribution,1111,58,Energy
Lv Jianming,$2.8 B,Hong Kong,medical equipment,1111,56,Healthcare
Rudy Ma,$2.8 B,Taiwan,finance,1111,80,Finance & Investments
"Drayton McLane, Jr.",$2.8 B,United States,"Walmart, logistics",1111,84,Fashion & Retail
Hans Melchers,$2.8 B,Netherlands,"chemicals, investments",1111,82,Finance & Investments
Nguyen Thi Phuong Thao,$2.8 B,Vietnam,airlines,1111,50,Diversified
Philip Niarchos,$2.8 B,Greece,art collection,1111,67,Diversified
Alfred Oetker,$2.8 B,Germany,consumer goods,1111,54,Fashion & Retail
August Oetker,$2.8 B,Germany,consumer goods,1111,76,Fashion & Retail
Carl Ferdinand Oetker,$2.8 B,Germany,consumer goods,1111,48,Fashion & Retail
Christian Oetker,$2.8 B,Germany,consumer goods,1111,72,Fashion & Retail
Julia Oetker,$2.8 B,Germany,consumer goods,1111,42,Fashion & Retail
Richard Oetker,$2.8 B,Germany,consumer goods,1111,70,Fashion & Retail
Heloise Pratt,$2.8 B,Australia,"manufacturing, investment",1111,58,Manufacturing
Filiz Sahenk,$2.8 B,Turkey,diversified,1111,54,Diversified
T. Denny Sanford,$2.8 B,United States,"banking, credit cards",1111,85,Finance & Investments
Karin Schick,$2.8 B,Germany,information technology,1111,N/A,Technology
Hilton Schlosberg,$2.8 B,United Kingdom,energy drinks,1111,68,Food & Beverage
Rosely Schweizer,$2.8 B,Germany,consumer goods,1111,80,Fashion & Retail
Warren Stephens,$2.8 B,United States,investment banking,1111,64,Finance & Investments
Konstantin Strukov,$2.8 B,Russia,"gold, coal mining",1111,62,Metals & Mining
Kenneth Tuchman,$2.8 B,United States,outsourcing,1111,61,Service
Masateru Uno & family,$2.8 B,Japan,drugstores,1111,74,Fashion & Retail
Stefan von Holtzbrinck,$2.8 B,Germany,publishing,1111,57,Media & Entertainment
Lars Wingefors,$2.8 B,Sweden,video games,1111,44,Media & Entertainment
Wong Kwong Yu & family,$2.8 B,China,retail,1111,51,Fashion & Retail
Xiong Wu,$2.8 B,China,software,1111,45,Technology
Xu Jinfu,$2.8 B,China,chemicals,1111,57,Manufacturing
Tony Xu,$2.8 B,United States,food delivery service,1111,36,Technology
Xu Zhihan,$2.8 B,China,electronics,1111,48,Technology
Zhong Ruonong & family,$2.8 B,China,electronics,1111,58,Manufacturing
Miriam Baumann-Blocher,$2.7 B,Switzerland,chemicals,1174,46,Manufacturing
Timothy Boyle,$2.7 B,United States,Columbia Sportswear,1174,71,Fashion & Retail
John Paul DeJoria,$2.7 B,United States,"hair products, tequila",1174,76,Fashion & Retail
Mitchell Goldhar,$2.7 B,Canada,real estate,1174,59,Real Estate
Luciano Hang,$2.7 B,Brazil,department stores,1174,58,Fashion & Retail
Georg Haub,$2.7 B,Germany,retail,1174,59,Fashion & Retail
Victor Jacobsson,$2.7 B,Sweden,fintech,1174,39,Finance & Investments
James Jannard,$2.7 B,United States,sunglasses,1174,71,Fashion & Retail
Vinod Khosla,$2.7 B,United States,venture capital,1174,66,Technology
Valentin Kipyatkov,$2.7 B,Russia,computer software,1174,44,Technology
Lim Kok Thay,$2.7 B,Malaysia,casinos,1174,69,Gambling & Casinos
Lu Zhiqiang,$2.7 B,China,real estate,1174,68,Real Estate
Sergio Mantegazza,$2.7 B,Switzerland,travel,1174,93,Service
Franziska Wuerbser & Gabriella Meister,$2.7 B,Germany,appliances,1174,N/A,Manufacturing
Nan Cunhui,$2.7 B,China,power equipment,1174,57,Manufacturing
Ou Zongrong & family,$2.7 B,China,real estate,1174,57,Real Estate
Sean Parker,$2.7 B,United States,Facebook,1174,41,Technology
Richard Peery,$2.7 B,United States,real estate,1174,82,Real Estate
"H. Ross Perot, Jr.",$2.7 B,United States,real estate,1174,62,Real Estate
Su Suyu & family,$2.7 B,China,"utilities, real estate",1174,72,Real Estate
Sun Shoukuan,$2.7 B,China,"metals, coal",1174,71,Manufacturing
Harley Sy,$2.7 B,Philippines,diversified,1174,61,Diversified
"Henry Sy, Jr.",$2.7 B,Philippines,diversified,1174,68,Diversified
Teresita Sy-Coson,$2.7 B,Philippines,diversified,1174,70,Diversified
Tao Yuequn,$2.7 B,China,Contact Lens,1174,61,Fashion & Retail
Tong Jinquan,$2.7 B,China,real estate,1174,66,Real Estate
Tsai Ming-kai,$2.7 B,Taiwan,semiconductors,1174,71,Technology
Yitzhak Tshuva,$2.7 B,Israel,real estate,1174,72,Real Estate
Oprah Winfrey,$2.7 B,United States,TV shows,1174,67,Media & Entertainment
Zhang Wanzhen,$2.7 B,China,electronics components,1174,71,Manufacturing
Mortimer Zuckerman,$2.7 B,United States,"real estate, media",1174,83,Real Estate
Brian Acton,$2.6 B,United States,WhatsApp,1205,49,Technology
Rajendra Agarwal,$2.6 B,India,pharmaceuticals,1205,62,Healthcare
John Armitage,$2.6 B,Ireland,hedge funds,1205,61,Finance & Investments
Banwari Lal Bawri,$2.6 B,India,pharmaceuticals,1205,68,Healthcare
Girdhari Lal Bawri,$2.6 B,India,pharmaceuticals,1205,73,Healthcare
Guilherme Benchimol,$2.6 B,Brazil,financial services,1205,44,Finance & Investments
Cai Dongchen,$2.6 B,China,pharmaceuticals,1205,68,Healthcare
Choo Chong Ngen,$2.6 B,Singapore,hotels,1205,67,Real Estate
Abilio dos Santos Diniz,$2.6 B,Brazil,retail,1205,84,Fashion & Retail
"John Dorrance, III.",$2.6 B,Ireland,Campbell Soup,1205,77,Food & Beverage
Bruce Flatt,$2.6 B,Canada,money management,1205,55,Finance & Investments
Stein Erik Hagen,$2.6 B,Norway,consumer goods,1205,64,Fashion & Retail
Caroline Hagen Kjos,$2.6 B,Norway,conglomerate,1205,37,Diversified
Hortensia Herrero,$2.6 B,Spain,supermarkets,1205,70,Fashion & Retail
Anthony Hsieh,$2.6 B,United States,mortgage lender,1205,56,Finance & Investments
Hal Jackman,$2.6 B,Canada,"insurance, investments",1205,88,Finance & Investments
Brad Kelley,$2.6 B,United States,tobacco,1205,64,Real Estate
Raj Kumar & Kishin RK,$2.6 B,Singapore,real estate,1205,66,Real Estate
Adam Kwok,$2.6 B,Hong Kong,real estate,1205,38,Real Estate
Lai Shixian,$2.6 B,China,sports apparel,1205,46,Fashion & Retail
Stephen Lansdown,$2.6 B,Guernsey,financial services,1205,68,Finance & Investments
K.C. Liu,$2.6 B,Taiwan,manufacturing,1205,67,Technology
Aloke Lohia,$2.6 B,India,petrochemicals,1205,62,Manufacturing
Kalanithi Maran,$2.6 B,India,media,1205,55,Media & Entertainment
C. Dean Metropoulos,$2.6 B,United States,investments,1205,74,Food & Beverage
Yuji Otsuka,$2.6 B,Japan,"copy machines, software",1205,67,Technology
Daniel Pritzker,$2.6 B,United States,"hotels, investments",1205,61,Finance & Investments
Ren Jianhua,$2.6 B,China,kitchen appliances,1205,64,Manufacturing
Alexey Repik,$2.6 B,Russia,pharmaceuticals,1205,41,Healthcare
Steven Sarowitz,$2.6 B,United States,payroll software,1205,55,Technology
Yuri Shefler,$2.6 B,Russia,alcohol,1205,53,Food & Beverage
Shum Chiu Hung & family,$2.6 B,China,real estate,1205,51,Real Estate
Stephen Smith,$2.6 B,Canada,finance and investments,1205,69,Finance & Investments
Dan Snyder,$2.6 B,United States,Washington Redskins,1205,56,Sports
Helmut Sohmen,$2.6 B,Austria,shipping,1205,81,Logistics
Tung Chee Hwa,$2.6 B,Hong Kong,shipping,1205,83,Logistics
Pieter van der Does,$2.6 B,Netherlands,payments software,1205,51,Technology
Wim van der Leegte,$2.6 B,Netherlands,manufacturing,1205,73,Manufacturing
Evan Williams,$2.6 B,United States,Twitter,1205,49,Technology
Wu Guangming,$2.6 B,China,medical equipment,1205,59,Healthcare
Yang Yuanxi,$2.6 B,China,video streaming app,1205,N/A,Media & Entertainment
Yu Qibing & family,$2.6 B,China,glass,1205,55,Manufacturing
Charles Zegar,$2.6 B,United States,Bloomberg LP,1205,73,Media & Entertainment
Zhaojiang Zhu,$2.6 B,China,Smartphones,1205,47,Manufacturing
John Arrillaga,$2.5 B,United States,real estate,1249,84,Real Estate
Carol Jenkins Barnett,$2.5 B,United States,Publix supermarkets,1249,64,Food & Beverage
William Berkley,$2.5 B,United States,insurance,1249,74,Finance & Investments
Markus Blocher,$2.5 B,Switzerland,chemicals,1249,50,Manufacturing
Andrei Bokarev,$2.5 B,Russia,"metals, mining",1249,54,Manufacturing
Jim Breyer,$2.5 B,United States,venture capital,1249,59,Technology
Charles Bronfman,$2.5 B,Canada,liquor,1249,89,Food & Beverage
Byju Raveendran and Divya Gokulnath,$2.5 B,India,education technology,1249,39,Technology
Chang Jing,$2.5 B,China,technology,1249,38,Technology
Leon G. Cooperman,$2.5 B,United States,hedge funds,1249,77,Finance & Investments
Jose Luis Cutrale,$2.5 B,Brazil,orange juice,1249,74,Food & Beverage
Gerald Ford,$2.5 B,United States,banking,1249,76,Finance & Investments
Phillip Frost,$2.5 B,United States,pharmaceuticals,1249,84,Healthcare
Mikhail Gutseriev,$2.5 B,Russia,"oil, real estate",1249,63,Energy
Hans-Werner Hector,$2.5 B,Germany,SAP,1249,81,Technology
Hu Kun,$2.5 B,China,medical equipment,1249,51,Healthcare
"Jeremy Jacobs, Sr. & family",$2.5 B,United States,food service,1249,81,Service
Mark & Robyn Jones,$2.5 B,United States,insurance,1249,N/A,Finance & Investments
Hans Langer,$2.5 B,Germany,3D printing,1249,69,Manufacturing
Lee Hae-jin,$2.5 B,South Korea,Internet,1249,53,Technology
Liang Feng,$2.5 B,China,manufacturing,1249,52,Manufacturing
Lin Ming-hsiung,$2.5 B,Taiwan,supermarkets,1249,71,Fashion & Retail
Mohamed Mansour,$2.5 B,Egypt,diversified,1249,73,Diversified
Harsh Mariwala,$2.5 B,India,consumer goods,1249,69,Food & Beverage
Najib Mikati,$2.5 B,Lebanon,telecom,1249,65,Telecom
Taha Mikati,$2.5 B,Lebanon,telecom,1249,76,Telecom
Pedro Moreira Salles,$2.5 B,Brazil,"banking, minerals",1249,61,Diversified
José Neves,$2.5 B,Portugal,luxury fashion,1249,46,Fashion & Retail
Jerry Ng,$2.5 B,Indonesia,banking,1249,56,Finance & Investments
Nandan Nilekani,$2.5 B,India,software services,1249,65,Technology
Ravi Pillai,$2.5 B,India,construction,1249,67,Construction & Engineering
Victor Pinchuk,$2.5 B,Ukraine,"steel pipes, diversified",1249,60,Metals & Mining
Matthew Prince,$2.5 B,United States,cybersecurity,1249,46,Technology
John Pritzker,$2.5 B,United States,"hotels, investments",1249,67,Finance & Investments
Rajan Raheja & family,$2.5 B,India,diversified,1249,66,Diversified
Matthias Reinhart,$2.5 B,Switzerland,finance,1249,61,Finance & Investments
Ruan Shuilong & family,$2.5 B,China,chemicals,1249,85,Manufacturing
Rodney Sacks,$2.5 B,United States,energy drinks,1249,71,Food & Beverage
Carlos Sanchez,$2.5 B,Brazil,generic drugs,1249,59,Healthcare
Kavitark Ram Shriram,$2.5 B,United States,"venture capital, Google",1249,64,Technology
André Street,$2.5 B,Brazil,fintech,1249,36,Technology
Sun Mengquan & family,$2.5 B,China,edible oil,1249,71,Food & Beverage
Daniel Sundheim,$2.5 B,United States,hedge funds,1249,44,Finance & Investments
Torsten Toeller,$2.5 B,Germany,pet food,1249,55,Fashion & Retail
Peter Unger,$2.5 B,Germany,auto repair,1249,76,Automotive
Wang Wenmo,$2.5 B,China,sports apparel,1249,64,Fashion & Retail
Xie Juhua & family,$2.5 B,China,pharmaceuticals,1249,70,Healthcare
Xu Shaochun,$2.5 B,China,software,1249,58,Technology
Eddie & Sol Zakay,$2.5 B,United Kingdom,real estate,1249,N/A,Real Estate
Zhao Tao,$2.5 B,Singapore,pharmaceuticals,1249,55,Healthcare
Michael Ashley,$2.4 B,United Kingdom,sports retailing,1299,56,Fashion & Retail
Yvonne Bauer,$2.4 B,Germany,media,1299,44,Media & Entertainment
Alberto Bombassei,$2.4 B,Italy,automotive brakes,1299,80,Automotive
Richard Chandler,$2.4 B,New Zealand,investments,1299,62,Finance & Investments
David Chen,$2.4 B,Singapore,online games,1299,40,Media & Entertainment
Chen Jinxia,$2.4 B,China,investments,1299,53,Finance & Investments
Chen Xiao Ying,$2.4 B,China,health information,1299,57,Healthcare
Chen Xueli,$2.4 B,China,pharmaceuticals,1299,69,Healthcare
Kiat Chiaravanont,$2.4 B,Thailand,diversified,1299,N/A,Diversified
Todd Christopher,$2.4 B,United States,hair care products,1299,58,Fashion & Retail
Mark Coombs,$2.4 B,United Kingdom,finance,1299,60,Finance & Investments
Luigi Cremonini & family,$2.4 B,Italy,meat processing,1299,81,Food & Beverage
Smita Crishna-Godrej,$2.4 B,India,consumer goods,1299,70,Diversified
Dai Lizhong,$2.4 B,China,medical testing,1299,52,Healthcare
Eduardo de Pontes,$2.4 B,Brazil,payments processing,1299,41,Technology
Chetan Dube,$2.4 B,United States,technology,1299,55,Technology
Stephen Feinberg,$2.4 B,United States,private equity,1299,61,Finance & Investments
Abhay Firodia,$2.4 B,India,automobiles,1299,76,Automotive
Fu Mingkang & family,$2.4 B,China,manufacturing,1299,58,Manufacturing
Gao Jifan & family,$2.4 B,China,solar equipment,1299,56,Energy
Geng Jianming,$2.4 B,China,real estate,1299,58,Real Estate
Sebastian Glaser,$2.4 B,Germany,sensor technology,1299,N/A,Technology
Adi Godrej,$2.4 B,India,consumer goods,1299,79,Diversified
Jamshyd Godrej,$2.4 B,India,consumer goods,1299,72,Diversified
Nadir Godrej,$2.4 B,India,consumer goods,1299,70,Diversified
